,id,name,budget,original_title,vote_average,vote_count
1,11798,Crime,2380000,This Is England,7.4,363
0,146631,Action,2500000,U.F.O.,3.1,47
1,146631,Adventure,2500000,U.F.O.,3.1,47
2,146631,Science Fiction,2500000,U.F.O.,3.1,47
0,43546,Comedy,2361000,Bathing Beauty,7.0,4
1,43546,Music,2361000,Bathing Beauty,7.0,4
0,61038,Drama,2450000,Go for It!,4.6,5
1,61038,Family,2450000,Go for It!,4.6,5
0,78373,Comedy,0,"Dancer, Texas Pop. 81",10.0,1
1,78373,Drama,0,"Dancer, Texas Pop. 81",10.0,1
2,78373,Family,0,"Dancer, Texas Pop. 81",10.0,1
0,17820,Music,2300000,Show Boat,6.9,18
1,17820,Romance,2300000,Show Boat,6.9,18
0,283384,Thriller,0,The Calling,5.6,88
0,19933,Fantasy,2000000,The Brave Little Toaster,6.7,93
1,19933,Adventure,2000000,The Brave Little Toaster,6.7,93
2,19933,Animation,2000000,The Brave Little Toaster,6.7,93
3,19933,Comedy,2000000,The Brave Little Toaster,6.7,93
4,19933,Family,2000000,The Brave Little Toaster,6.7,93
5,19933,Music,2000000,The Brave Little Toaster,6.7,93
0,756,Animation,2280000,Fantasia,7.2,808
1,756,Family,2280000,Fantasia,7.2,808
2,756,Music,2280000,Fantasia,7.2,808
0,433715,Thriller,0,8 Days,0.0,0
1,433715,Drama,0,8 Days,0.0,0
0,9728,Horror,4000000,Friday the 13th Part III,5.7,254
1,9728,Thriller,4000000,Friday the 13th Part III,5.7,254
0,9731,Horror,2200000,Friday the 13th: A New Beginning,5.1,196
1,9731,Thriller,2200000,Friday the 13th: A New Beginning,5.1,196
0,309425,Fantasy,0,Do You Believe?,6.6,48
1,309425,Drama,0,Do You Believe?,6.6,48
0,360339,Thriller,2300000,Eden,5.6,19
1,360339,Drama,2300000,Eden,5.6,19
0,297621,Romance,0,There's Always Woodstock,5.4,12
1,297621,Comedy,0,There's Always Woodstock,5.4,12
2,297621,Music,0,There's Always Woodstock,5.4,12
0,16205,Action,0,Jack Brooks: Monster Slayer,5.7,59
1,16205,Comedy,0,Jack Brooks: Monster Slayer,5.7,59
2,16205,Horror,0,Jack Brooks: Monster Slayer,5.7,59
0,887,Drama,2100000,The Best Years of Our Lives,7.6,143
1,887,History,2100000,The Best Years of Our Lives,7.6,143
2,887,Romance,2100000,The Best Years of Our Lives,7.6,143
0,9517,Crime,0,Bully,6.7,125
1,9517,Drama,0,Bully,6.7,125
0,6007,Comedy,0,Elling,7.0,51
1,6007,Drama,0,Elling,7.0,51
0,364083,Drama,2100000,Mi America,0.0,0
1,364083,Crime,2100000,Mi America,0.0,0
0,8329,Horror,1500000,[REC],7.1,934
1,8329,Mystery,1500000,[REC],7.1,934
0,657,Action,2000000,From Russia with Love,6.9,760
1,657,Thriller,2000000,From Russia with Love,6.9,760
2,657,Adventure,2000000,From Russia with Love,6.9,760
0,28165,Comedy,0,The Toxic Avenger Part II,5.3,39
1,28165,Horror,0,The Toxic Avenger Part II,5.3,39
2,28165,Action,0,The Toxic Avenger Part II,5.3,39
0,11561,Comedy,2000000,Sleeper,7.0,200
1,11561,Romance,2000000,Sleeper,7.0,200
2,11561,Science Fiction,2000000,Sleeper,7.0,200
0,270303,Horror,2000000,It Follows,6.6,1832
1,270303,Thriller,2000000,It Follows,6.6,1832
0,11624,Comedy,2000000,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215
0,595,Crime,2000000,To Kill a Mockingbird,8.0,657
1,595,Drama,2000000,To Kill a Mockingbird,8.0,657
0,8810,Adventure,2000000,Mad Max 2,7.3,957
1,8810,Action,2000000,Mad Max 2,7.3,957
2,8810,Thriller,2000000,Mad Max 2,7.3,957
3,8810,Science Fiction,2000000,Mad Max 2,7.3,957
0,12207,Action,0,醉拳二,7.2,242
1,12207,Comedy,0,醉拳二,7.2,242
0,226,Crime,2000000,Boys Don't Cry,7.2,353
1,226,Drama,2000000,Boys Don't Cry,7.2,353
0,92182,Horror,2000000,Silent House,5.2,125
1,92182,Mystery,2000000,Silent House,5.2,125
0,582,Drama,2000000,Das Leben der Anderen,7.9,958
1,582,Thriller,2000000,Das Leben der Anderen,7.9,958
0,72213,Drama,1000000,Courageous,6.8,77
0,990,Drama,2000000,The Hustler,7.6,240
0,55604,Adventure,2000000,Boom Town,6.5,8
1,55604,Drama,2000000,Boom Town,6.5,8
2,55604,Romance,2000000,Boom Town,6.5,8
0,9662,Adventure,8000000,Les triplettes de Belleville,7.3,231
1,9662,Animation,8000000,Les triplettes de Belleville,7.3,231
2,9662,Comedy,8000000,Les triplettes de Belleville,7.3,231
3,9662,Drama,8000000,Les triplettes de Belleville,7.3,231
0,80,Drama,2700000,Before Sunset,7.6,718
1,80,Romance,2700000,Before Sunset,7.6,718
0,55,Drama,2000000,Amores perros,7.6,521
1,55,Thriller,2000000,Amores perros,7.6,521
0,11023,Crime,2000000,Thirteen,6.7,339
1,11023,Drama,2000000,Thirteen,6.7,339
0,33667,Drama,2000000,Gentleman's Agreement,6.8,47
1,33667,Romance,2000000,Gentleman's Agreement,6.8,47
0,39013,Drama,2000000,Winter's Bone,6.8,565
0,11194,Documentary,0,Touching the Void,7.6,138
1,11194,Action,0,Touching the Void,7.6,138
2,11194,Adventure,0,Touching the Void,7.6,138
0,43839,Drama,2000000,Alexander's Ragtime Band,4.8,6
1,43839,Music,2000000,Alexander's Ragtime Band,4.8,6
2,43839,Romance,2000000,Alexander's Ragtime Band,4.8,6
0,1382,Comedy,0,Me and You and Everyone We Know,7.0,107
1,1382,Drama,0,Me and You and Everyone We Know,7.0,107
0,44639,Documentary,2000000,Inside Job,7.7,286
0,301351,Drama,6000000,We Are Your Friends,6.3,658
1,301351,Music,6000000,We Are Your Friends,6.3,658
2,301351,Romance,6000000,We Are Your Friends,6.3,658
0,4816,Crime,0,Ghost Dog: The Way of the Samurai,7.2,298
1,4816,Drama,0,Ghost Dog: The Way of the Samurai,7.2,298
0,7873,Crime,2000000,Harsh Times,6.3,197
1,7873,Drama,2000000,Harsh Times,6.3,197
2,7873,Thriller,2000000,Harsh Times,6.3,197
3,7873,Action,2000000,Harsh Times,6.3,197
0,331190,Crime,2000000,Captive,5.6,92
1,331190,Drama,2000000,Captive,5.6,92
2,331190,Thriller,2000000,Captive,5.6,92
0,15186,Comedy,2000000,Full Frontal,4.8,26
1,15186,Drama,2000000,Full Frontal,4.8,26
2,15186,Romance,2000000,Full Frontal,4.8,26
0,1378,Romance,2000000,Shortbus,6.3,140
1,1378,Drama,2000000,Shortbus,6.3,140
2,1378,Comedy,2000000,Shortbus,6.3,140
0,8885,Drama,2000000,Vals Im Bashir,7.8,291
1,8885,Animation,2000000,Vals Im Bashir,7.8,291
2,8885,War,2000000,Vals Im Bashir,7.8,291
0,250124,Drama,2000000,The Diary of a Teenage Girl,6.8,279
1,250124,Romance,2000000,The Diary of a Teenage Girl,6.8,279
0,14284,Documentary,2000000,In the Shadow of the Moon,7.6,31
0,57120,Drama,0,Meek's Cutoff,6.5,77
1,57120,Western,0,Meek's Cutoff,6.5,77
0,42889,Comedy,2000000,The Virginity Hit,4.6,19
0,10656,Action,2000000,Subway,6.3,86
1,10656,Thriller,2000000,Subway,6.3,86
0,24363,Comedy,0,House of D,6.1,23
1,24363,Drama,0,House of D,6.1,23
0,24746,Action,2000000,Six-String Samurai,5.8,36
1,24746,Adventure,2000000,Six-String Samurai,5.8,36
2,24746,Science Fiction,2000000,Six-String Samurai,5.8,36
0,22913,Comedy,0,24 7: Twenty Four Seven,6.3,10
1,22913,Drama,0,24 7: Twenty Four Seven,6.3,10
2,22913,Romance,0,24 7: Twenty Four Seven,6.3,10
0,273899,Drama,13500000,Stonewall,5.2,32
0,206296,Comedy,0,The Last Five Years,5.5,143
1,206296,Drama,0,The Last Five Years,5.5,143
2,206296,Music,0,The Last Five Years,5.5,143
3,206296,Romance,0,The Last Five Years,5.5,143
0,35219,Comedy,0,The Missing Person,6.4,9
1,35219,Drama,0,The Missing Person,6.4,9
2,35219,Mystery,0,The Missing Person,6.4,9
3,35219,Thriller,0,The Missing Person,6.4,9
0,28260,Comedy,2000000,Return of the Living Dead 3,5.9,88
1,28260,Science Fiction,2000000,Return of the Living Dead 3,5.9,88
2,28260,Romance,2000000,Return of the Living Dead 3,5.9,88
3,28260,Horror,2000000,Return of the Living Dead 3,5.9,88
0,7515,Drama,0,London,6.1,96
1,7515,Action,0,London,6.1,96
2,7515,Romance,0,London,6.1,96
0,13075,Drama,2000000,Sherrybaby,6.3,41
0,335866,Horror,0,Circle,6.0,333
1,335866,Science Fiction,0,Circle,6.0,333
0,13510,Horror,0,Eden Lake,6.7,406
1,13510,Thriller,0,Eden Lake,6.7,406
0,215881,Thriller,0,Plush,5.4,40
0,18238,Horror,0,Lesbian Vampire Killers,5.3,124
1,18238,Comedy,0,Lesbian Vampire Killers,5.3,124
0,22600,Drama,0,Jerusalema,6.8,16
1,22600,Action,0,Jerusalema,6.8,16
2,22600,Crime,0,Jerusalema,6.8,16
3,22600,Foreign,0,Jerusalema,6.8,16
0,50698,Thriller,1000000,Grave Encounters,6.1,381
1,50698,Horror,1000000,Grave Encounters,6.1,381
0,115210,Horror,100000,Stitches,5.5,92
0,34335,Crime,2000000,Nine Dead,5.2,84
1,34335,Drama,2000000,Nine Dead,5.2,84
2,34335,Horror,2000000,Nine Dead,5.2,84
3,34335,Thriller,2000000,Nine Dead,5.2,84
0,459488,Documentary,2,"To Be Frank, Sinatra at 100",0.0,0
0,11302,Comedy,2000000,Bananas,6.7,165
0,3766,Crime,2300000,The Lady from Shanghai,7.2,102
1,3766,Drama,2300000,The Lady from Shanghai,7.2,102
2,3766,Mystery,2300000,The Lady from Shanghai,7.2,102
0,18616,Horror,2000000,No Man's Land: The Rise of Reeker,4.4,27
1,18616,Thriller,2000000,No Man's Land: The Rise of Reeker,4.4,27
0,18808,Action,14000000,Highway,5.6,37
1,18808,Adventure,14000000,Highway,5.6,37
2,18808,Drama,14000000,Highway,5.6,37
0,174311,Comedy,0,All Is Bright,5.3,36
1,174311,Drama,0,All Is Bright,5.3,36
0,12602,Mystery,0,Die Schlangengrube und das Pendel,6.3,12
1,12602,Horror,0,Die Schlangengrube und das Pendel,6.3,12
2,12602,History,0,Die Schlangengrube und das Pendel,6.3,12
0,153795,Comedy,7000000,Straight A's,5.2,46
1,153795,Drama,7000000,Straight A's,5.2,46
0,17768,Comedy,0,A Funny Thing Happened on the Way to the Forum,6.1,24
1,17768,Music,0,A Funny Thing Happened on the Way to the Forum,6.1,24
0,98549,Action,0,The Legend of Hell's Gate: An American Conspiracy,3.9,8
1,98549,Adventure,0,The Legend of Hell's Gate: An American Conspiracy,3.9,8
2,98549,History,0,The Legend of Hell's Gate: An American Conspiracy,3.9,8
3,98549,Western,0,The Legend of Hell's Gate: An American Conspiracy,3.9,8
0,312793,Science Fiction,0,Walking with the Dead,4.2,35
1,312793,Comedy,0,Walking with the Dead,4.2,35
0,309919,Thriller,2000000,The Curse of Downers Grove,4.4,24
1,309919,Mystery,2000000,The Curse of Downers Grove,4.4,24
2,309919,Horror,2000000,The Curse of Downers Grove,4.4,24
3,309919,Drama,2000000,The Curse of Downers Grove,4.4,24
0,299553,Thriller,2000000,Shark Lake,4.4,19
0,21309,Crime,19000000,River's Edge,6.7,59
1,21309,Drama,19000000,River's Edge,6.7,59
0,26388,Drama,1987650,Buried,6.6,827
1,26388,Thriller,1987650,Buried,6.6,827
2,26388,Mystery,1987650,Buried,6.6,827
0,49020,Drama,0,Submarine,7.4,443
1,49020,Comedy,0,Submarine,7.4,443
2,49020,Romance,0,Submarine,7.4,443
0,159037,Documentary,0,The Square,7.8,55
1,159037,Drama,0,The Square,7.8,55
2,159037,History,0,The Square,7.8,55
0,12838,Drama,0,Chacun sa nuit,5.8,12
0,157293,Drama,0,एबीसीडी,5.6,10
1,157293,Music,0,एबीसीडी,5.6,10
0,14048,Thriller,0,Man on Wire,7.5,275
1,14048,Documentary,0,Man on Wire,7.5,275
2,14048,Crime,0,Man on Wire,7.5,275
3,14048,History,0,Man on Wire,7.5,275
0,356987,Drama,0,Abandoned,5.8,27
1,356987,Thriller,0,Abandoned,5.8,27
0,38358,Horror,1800000,The Last Exorcism,5.6,328
1,38358,Drama,1800000,The Last Exorcism,5.6,328
2,38358,Thriller,1800000,The Last Exorcism,5.6,328
0,33511,Drama,0,Nowhere Boy,7.2,244
0,702,Drama,1800000,A Streetcar Named Desire,7.6,281
0,935,Drama,1800000,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442
1,935,Comedy,1800000,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442
2,935,War,1800000,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442
0,542,Drama,1800000,El Crimen del Padre Amaro,6.2,36
1,542,Romance,1800000,El Crimen del Padre Amaro,6.2,36
0,84175,Drama,1800000,Beasts of the Southern Wild,6.8,403
1,84175,Fantasy,1800000,Beasts of the Southern Wild,6.8,403
0,1705,Action,1700000,Battle for the Planet of the Apes,5.5,215
1,1705,Science Fiction,1700000,Battle for the Planet of the Apes,5.5,215
0,62677,Drama,0,Songcatcher,5.6,9
1,62677,Music,0,Songcatcher,5.6,9
0,260778,Comedy,0,வாலு,6.7,5
1,260778,Romance,0,வாலு,6.7,5
0,58492,Comedy,0,The Greatest Movie Ever Sold,6.4,88
1,58492,Documentary,0,The Greatest Movie Ever Sold,6.4,88
0,37232,Adventure,0,Travellers and Magicians,6.8,9
1,37232,Drama,0,Travellers and Magicians,6.8,9
2,37232,Foreign,0,Travellers and Magicians,6.8,9
0,4929,Western,1800000,Hang 'em High,6.7,192
0,9783,Horror,0,Sublime,5.3,33
1,9783,Thriller,0,Sublime,5.3,33
0,205126,Action,1800000,Independence Daysaster,4.2,22
1,205126,Science Fiction,1800000,Independence Daysaster,4.2,22
0,104,Action,1530000,Lola rennt,7.2,664
1,104,Drama,1530000,Lola rennt,7.2,664
2,104,Thriller,1530000,Lola rennt,7.2,664
0,10894,Drama,500000,May,6.3,152
1,10894,Horror,500000,May,6.3,152
2,10894,Thriller,500000,May,6.3,152
3,10894,Romance,500000,May,6.3,152
0,246449,Adventure,1493619,Against the Wild,4.9,19
1,246449,Family,1493619,Against the Wild,4.9,19
0,32579,Drama,0,La misma luna,7.0,28
0,1688,Action,1700000,Conquest of the Planet of the Apes,6.1,236
1,1688,Science Fiction,1700000,Conquest of the Planet of the Apes,6.1,236
0,1999,Drama,1700000,In the Bedroom,6.4,89
1,1999,Thriller,1700000,In the Bedroom,6.4,89
0,43947,Thriller,2000000,I Spit on Your Grave,6.3,519
1,43947,Crime,2000000,I Spit on Your Grave,6.3,519
2,43947,Horror,2000000,I Spit on Your Grave,6.3,519
0,24066,Comedy,1700000,"Happy, Texas",5.5,39
1,24066,Crime,1700000,"Happy, Texas",5.5,39
0,25312,Drama,0,Yes,5.9,7
1,25312,Romance,0,Yes,5.9,7
0,34106,Comedy,1644736,You Can't Take It With You,7.2,79
1,34106,Romance,1644736,You Can't Take It With You,7.2,79
0,11426,War,1650000,From Here to Eternity,7.2,133
1,11426,Drama,1650000,From Here to Eternity,7.2,133
2,11426,Romance,1650000,From Here to Eternity,7.2,133
0,13909,Western,1600000,She Wore a Yellow Ribbon,7.1,61
0,206284,Drama,0,Grace Unplugged,6.0,24
1,206284,Music,0,Grace Unplugged,6.0,24
0,27455,Comedy,0,Foolish,6.3,3
1,27455,Drama,0,Foolish,6.3,3
0,7973,Drama,0,سكر بنات,6.8,52
1,7973,Comedy,0,سكر بنات,6.8,52
2,7973,Romance,0,سكر بنات,6.8,52
0,15976,Drama,0,Ha-Buah,7.6,20
1,15976,Romance,0,Ha-Buah,7.6,20
0,592,Crime,1600000,The Conversation,7.5,372
1,592,Drama,1600000,The Conversation,7.5,372
2,592,Mystery,1600000,The Conversation,7.5,372
0,1651,Crime,0,La sirène du Mississipi,6.7,32
1,1651,Drama,0,La sirène du Mississipi,6.7,32
2,1651,Romance,0,La sirène du Mississipi,6.7,32
0,298584,Horror,0,Cabin Fever,4.4,111
0,10758,Comedy,2000000,Waitress,6.7,129
0,11690,Action,1500000,Bloodsport,6.6,363
0,3083,Comedy,1500000,Mr. Smith Goes to Washington,7.9,241
1,3083,Drama,1500000,Mr. Smith Goes to Washington,7.9,241
0,9344,Drama,1500000,Kids,6.8,279
1,9344,Crime,1500000,Kids,6.8,279
0,10707,Comedy,1500000,The Squid and the Whale,6.9,226
1,10707,Drama,1500000,The Squid and the Whale,6.9,226
0,15647,Comedy,1000000,Kissing Jessica Stein,5.9,48
0,308529,Action,17000000,Kickboxer: Vengeance,4.5,99
1,308529,Drama,17000000,Kickboxer: Vengeance,4.5,99
0,4174,Drama,1500000,Spellbound,7.3,160
1,4174,Mystery,1500000,Spellbound,7.3,160
2,4174,Thriller,1500000,Spellbound,7.3,160
0,20156,Drama,0,Exotica,6.5,64
1,20156,Mystery,0,Exotica,6.5,64
0,49018,Horror,1500000,Insidious,6.8,1737
1,49018,Thriller,1500000,Insidious,6.8,1737
0,13820,Comedy,1500000,Repo Man,6.7,144
1,13820,Crime,1500000,Repo Man,6.7,144
2,13820,Science Fiction,1500000,Repo Man,6.7,144
3,13820,Thriller,1500000,Repo Man,6.7,144
0,18079,Crime,1500000,Nueve Reinas,7.4,153
1,18079,Drama,1500000,Nueve Reinas,7.4,153
2,18079,Thriller,1500000,Nueve Reinas,7.4,153
0,127918,Documentary,0,The Gatekeepers,6.5,39
0,17113,Drama,1500000,The Ballad of Jack and Rose,6.5,43
0,129139,Comedy,1500000,The To Do List,5.5,342
1,129139,Romance,1500000,The To Do List,5.5,342
0,507,Action,1500000,Killing Zoe,6.1,111
1,507,Crime,1500000,Killing Zoe,6.1,111
2,507,Drama,1500000,Killing Zoe,6.1,111
3,507,Thriller,1500000,Killing Zoe,6.1,111
0,4012,Drama,1500000,The Believer,6.8,151
0,14054,Drama,0,Snow Angels,6.5,48
1,14054,Romance,0,Snow Angels,6.5,48
0,10972,Horror,1500000,Session 9,6.2,251
1,10972,Mystery,1500000,Session 9,6.2,251
0,11908,Comedy,0,Hatchet,5.7,159
1,11908,Horror,0,Hatchet,5.7,159
0,3082,Drama,1,Modern Times,8.1,856
1,3082,Comedy,1,Modern Times,8.1,856
0,1961,Comedy,1500000,My Name Is Bruce,5.9,107
1,1961,Horror,1500000,My Name Is Bruce,5.9,107
0,291362,Comedy,1500000,Road Hard,6.6,8
0,30082,Drama,1500000,Forty Shades of Blue,6.0,2
1,30082,Romance,1500000,Forty Shades of Blue,6.0,2
0,72913,Drama,1200000,Amigo,6.0,2
1,72913,History,1200000,Amigo,6.0,2
2,72913,War,1200000,Amigo,6.0,2
0,23963,Horror,1500000,Pontypool,6.6,183
1,23963,Mystery,1500000,Pontypool,6.6,183
2,23963,Science Fiction,1500000,Pontypool,6.6,183
0,29406,Drama,2000000,Trucker,6.8,16
0,104755,Horror,1500000,The Lords of Salem,5.1,242
1,104755,Thriller,1500000,The Lords of Salem,5.1,242
0,253306,Horror,0,Housebound,6.5,358
1,253306,Comedy,0,Housebound,6.5,358
2,253306,Thriller,0,Housebound,6.5,358
0,29595,Documentary,0,Wal-Mart: The High Cost of Low Price,6.9,24
0,46729,Comedy,1,Fetching Cody,6.8,6
1,46729,Drama,1,Fetching Cody,6.8,6
2,46729,Fantasy,1,Fetching Cody,6.8,6
3,46729,Romance,1,Fetching Cody,6.8,6
4,46729,Science Fiction,1,Fetching Cody,6.8,6
0,137347,Comedy,9000000,Closer to the Moon,6.4,13
1,137347,Drama,9000000,Closer to the Moon,6.4,13
0,290370,Science Fiction,0,Mutant World,2.6,9
0,408,Fantasy,1488423,Snow White and the Seven Dwarfs,6.9,1914
1,408,Animation,1488423,Snow White and the Seven Dwarfs,6.9,1914
2,408,Family,1488423,Snow White and the Seven Dwarfs,6.9,1914
0,44413,Drama,1400000,La niña santa,6.8,10
1,44413,Foreign,1400000,La niña santa,6.8,10
0,39209,Western,1455000,Shalako,5.4,12
0,394047,Drama,2000000,The Dog Lover,5.3,6
0,312791,Horror,3150000,GirlHouse,5.2,97
1,312791,Thriller,3150000,GirlHouse,5.2,97
0,266034,Drama,0,La chambre bleue,6.2,32
1,266034,Crime,0,La chambre bleue,6.2,32
2,266034,Thriller,0,La chambre bleue,6.2,32
0,280381,Thriller,0,House at the End of the Drive,0.0,0
1,280381,Horror,0,House at the End of the Drive,0.0,0
0,2661,Family,1377800,Batman,6.1,203
1,2661,Adventure,1377800,Batman,6.1,203
2,2661,Comedy,1377800,Batman,6.1,203
3,2661,Science Fiction,1377800,Batman,6.1,203
4,2661,Crime,1377800,Batman,6.1,203
0,100,Comedy,1350000,"Lock, Stock and Two Smoking Barrels",7.5,1648
1,100,Crime,1350000,"Lock, Stock and Two Smoking Barrels",7.5,1648
0,309,Drama,1300000,Festen,7.7,207
0,100275,Horror,0,Eddie: The Sleepwalking Cannibal,6.1,30
1,100275,Comedy,0,Eddie: The Sleepwalking Cannibal,6.1,30
0,295914,Drama,0,Kurmanjan Datka. Queen of the Mountains,0.0,0
1,295914,Action,0,Kurmanjan Datka. Queen of the Mountains,0.0,0
0,42033,Science Fiction,0,Def-Con 4,2.8,10
0,19187,Action,1000000,The Hebrew Hammer,5.9,18
1,19187,Comedy,1000000,The Hebrew Hammer,5.9,18
0,46415,Comedy,0,Neal 'n' Nikki,2.3,4
1,46415,Romance,0,Neal 'n' Nikki,2.3,4
0,38570,Comedy,0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34
0,27588,Drama,0,Forget Me Not,5.0,66
1,27588,Horror,0,Forget Me Not,5.0,66
2,27588,Romance,0,Forget Me Not,5.0,66
0,223,Drama,1288000,Rebecca,7.7,336
1,223,Mystery,1288000,Rebecca,7.7,336
0,9725,Horror,1250000,Friday the 13th Part 2,6.0,315
1,9725,Thriller,1250000,Friday the 13th Part 2,6.0,315
0,28580,Drama,1250000,The Lost Weekend,7.4,112
0,23730,Horror,1250000,C.H.U.D.,5.3,62
1,23730,Science Fiction,1250000,C.H.U.D.,5.3,62
0,46256,Adventure,15000000,The Lion of Judah,5.8,2
1,46256,Animation,15000000,The Lion of Judah,5.8,2
2,46256,Comedy,15000000,The Lion of Judah,5.8,2
3,46256,Family,15000000,The Lion of Judah,5.8,2
0,19997,Crime,1250000,Niagara,6.7,79
1,19997,Drama,1250000,Niagara,6.7,79
2,19997,Thriller,1250000,Niagara,6.7,79
0,43266,Drama,1250000,How Green Was My Valley,6.8,72
0,1412,Drama,1200000,"Sex, Lies, and Videotape",6.7,185
0,176,Horror,1200000,Saw,7.2,2184
1,176,Mystery,1200000,Saw,7.2,2184
2,176,Crime,1200000,Saw,7.2,2184
0,39939,Comedy,3000000,Super Troopers,6.6,362
1,39939,Crime,3000000,Super Troopers,6.6,362
2,39939,Mystery,3000000,Super Troopers,6.6,362
0,215924,Comedy,1300000,Los insólitos peces gato,5.7,17
1,215924,Drama,1300000,Los insólitos peces gato,5.7,17
0,480,Comedy,0,Monsoon Wedding,6.8,57
1,480,Drama,0,Monsoon Wedding,6.8,57
2,480,Romance,0,Monsoon Wedding,6.8,57
0,14295,Drama,0,You Can Count on Me,6.8,88
1,14295,Romance,0,You Can Count on Me,6.8,88
0,11219,Comedy,1200000,The Trouble with Harry,6.9,149
1,11219,Mystery,1200000,The Trouble with Harry,6.9,149
2,11219,Thriller,1200000,The Trouble with Harry,6.9,149
0,20770,Comedy,0,But I'm a Cheerleader,6.5,101
0,176124,Drama,1200000,Home Run,6.3,24
0,500,Crime,1200000,Reservoir Dogs,8.0,3697
1,500,Thriller,1200000,Reservoir Dogs,8.0,3697
0,60400,Drama,0,The Blue Bird,6.4,8
1,60400,Family,0,The Blue Bird,6.4,8
2,60400,Fantasy,0,The Blue Bird,6.4,8
0,429,Western,1200000,"Il buono, il brutto, il cattivo",8.1,2311
0,310569,Drama,0,Que Horas Ela Volta?,7.8,165
0,98369,Drama,1250000,Blue Like Jazz,5.8,25
1,98369,Comedy,1250000,Blue Like Jazz,5.8,25
0,89750,Documentary,900000,"Pink Ribbons, Inc.",6.8,6
0,86331,Drama,1344000,Q,4.1,140
1,86331,Romance,1344000,Q,4.1,140
0,43884,Action,1200000,The Charge of the Light Brigade,6.8,18
1,43884,Adventure,1200000,The Charge of the Light Brigade,6.8,18
2,43884,Drama,1200000,The Charge of the Light Brigade,6.8,18
3,43884,War,1200000,The Charge of the Light Brigade,6.8,18
0,7553,Comedy,3000000,Waiting...,6.2,237
0,12877,Drama,0,Dead Man's Shoes,7.2,151
1,12877,Thriller,0,Dead Man's Shoes,7.2,151
2,12877,Crime,0,Dead Man's Shoes,7.2,151
0,39895,Comedy,1100000,From a Whisper to a Scream,6.8,15
1,39895,Horror,1100000,From a Whisper to a Scream,6.8,15
0,55616,Horror,1596010,Dracula: Pages from a Virgin's Diary,6.9,8
0,29697,Drama,0,Faith Like Potatoes,6.0,9
0,50037,Fantasy,1100000,Beyond the Black Rainbow,5.7,77
1,50037,Science Fiction,1100000,Beyond the Black Rainbow,5.7,77
2,50037,Horror,1100000,Beyond the Black Rainbow,5.7,77
0,94329,Action,1100000,Serbuan maut,7.3,1055
1,94329,Thriller,1100000,Serbuan maut,7.3,1055
2,94329,Crime,1100000,Serbuan maut,7.3,1055
0,289,Drama,878000,Casablanca,7.9,1422
1,289,Romance,878000,Casablanca,7.9,1422
0,27374,Horror,0,Lake Mungo,6.1,90
1,27374,Thriller,0,Lake Mungo,6.1,90
0,26815,Drama,1250000,Rocket Singh: Salesman of the Year,7.0,27
1,26815,Comedy,1250000,Rocket Singh: Salesman of the Year,7.0,27
2,26815,Romance,1250000,Rocket Singh: Salesman of the Year,7.0,27
0,811,Adventure,1000000,Silent Running,6.3,177
1,811,Drama,1000000,Silent Running,6.3,177
2,811,Science Fiction,1000000,Silent Running,6.3,177
0,1366,Drama,1000000,Rocky,7.5,1791
0,244776,Drama,0,The Sleepwalker,4.1,7
0,5769,Adventure,1000000,Tom Jones,6.1,39
1,5769,Comedy,1000000,Tom Jones,6.1,39
2,5769,History,1000000,Tom Jones,6.1,39
3,5769,Romance,1000000,Tom Jones,6.1,39
0,277685,Horror,1000000,Unfriended,5.5,1047
1,277685,Thriller,1000000,Unfriended,5.5,1047
0,103,Crime,1300000,Taxi Driver,8.0,2535
1,103,Drama,1300000,Taxi Driver,8.0,2535
0,11298,Drama,1000000,The Howling,6.4,161
1,11298,Horror,1000000,The Howling,6.4,161
0,646,Adventure,950000,Dr. No,6.9,940
1,646,Action,950000,Dr. No,6.9,940
2,646,Thriller,950000,Dr. No,6.9,940
0,93856,Horror,0,Chernobyl Diaries,4.9,483
1,93856,Thriller,0,Chernobyl Diaries,4.9,483
0,9003,Horror,1000000,Hellraiser,6.9,449
0,347126,Drama,5000000,God's Not Dead 2,5.7,72
0,10092,Horror,1000000,Cry_Wolf,5.6,126
1,10092,Thriller,1000000,Cry_Wolf,5.6,126
0,10643,Adventure,1000000,Gojira ni-sen mireniamu,5.9,43
1,10643,Horror,1000000,Gojira ni-sen mireniamu,5.9,43
2,10643,Action,1000000,Gojira ni-sen mireniamu,5.9,43
3,10643,Science Fiction,1000000,Gojira ni-sen mireniamu,5.9,43
0,46705,Drama,3500000,Blue Valentine,6.9,890
1,46705,Romance,3500000,Blue Valentine,6.9,890
0,546,Drama,1000000,Transamerica,6.9,144
0,76487,Thriller,1000000,The Devil Inside,4.6,262
1,76487,Horror,1000000,The Devil Inside,4.6,262
0,5722,Comedy,2090000,Beyond the Valley of the Dolls,6.6,53
1,5722,Drama,2090000,Beyond the Valley of the Dolls,6.6,53
